time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-02T01:11:02.910Z,36.1263333,-89.7326667,5.57,2.56,md,51,40,0.02562,0.15,nm,nm60119242,2016-06-02T12:51:08.813Z,"9km ENE of Steele, Missouri",earthquake,0.21,0.47,0.086,29,reviewed,nm,nm
2016-06-02T00:30:17.410Z,36.2684,-97.5772,4.14,2.8,mb_lg,,33,0.166,0.18,us,us20005zur,2016-06-02T00:45:43.064Z,"26km W of Perry, Oklahoma",earthquake,1.1,7.6,0.1,26,reviewed,us,us
2016-06-02T00:01:28.470Z,-16.8394,-70.4347,15.46,5.2,mb,,117,1.178,1.14,us,us20005zue,2016-06-02T00:51:21.394Z,"36km NNW of Pujocucho, Peru",earthquake,6.7,4.2,0.032,329,reviewed,us,us
2016-06-01T23:05:19.000Z,60.1681,-152.7656,114.7,3.6,ml,,,,0.64,ak,ak13623545,2016-06-01T23:46:31.538Z,"35km S of Redoubt Volcano, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-06-01T22:56:00.810Z,-2.109,100.6688,51.34,6.6,mww,,18,2.447,0.79,us,us20005zt1,2016-06-03T03:10:03.294Z,"79km W of Sungaipenuh, Indonesia",earthquake,4.5,3.3,,,reviewed,us,us
2016-06-01T22:34:09.200Z,18.106,-64.9773,17,2.5,Md,5,226.8,0.24434176,0.33,pr,pr16153022,2016-06-01T23:40:01.453Z,"26km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.1,5.7,0,5,reviewed,pr,pr
2016-06-01T22:29:58.300Z,18.103,-64.9917,12,2.7,Md,10,219.6,0.24883333,0.47,pr,pr16153020,2016-06-01T22:47:55.184Z,"27km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.4,2.9,0,9,reviewed,pr,pr
2016-06-01T21:47:55.930Z,-30.1131,-72.2382,10,4.1,mwr,,144,0.764,0.7,us,us20005zs9,2016-06-01T22:09:15.129Z,"88km WSW of Coquimbo, Chile",earthquake,4.8,1.9,0.047,43,reviewed,us,us
2016-06-01T21:31:00.980Z,-13.5072,-75.0698,78.88,5.1,mb,,120,2.296,0.93,us,us20005zrz,2016-06-01T22:11:55.000Z,"82km S of Huancavelica, Peru",earthquake,3.1,7.2,0.03,373,reviewed,us,us
2016-06-01T20:57:01.868Z,41.8765,-119.6301,10.6,3.8,ml,6,76.78,0.145,0.1059,nn,nn00546271,2016-06-02T06:17:06.222Z,"68km ESE of Lakeview, Oregon",earthquake,,3.5,0.35,6,reviewed,nn,nn
2016-06-01T19:50:42.880Z,-9.1952,113.0803,58.44,4.6,mb,,47,1.28,0.84,us,us20005zqk,2016-06-01T20:10:39.723Z,"94km SSE of Pujiharjo, Indonesia",earthquake,5.6,6.8,0.082,45,reviewed,us,us
2016-06-01T19:43:41.490Z,55.4448,-158.5113,41.82,4.3,mb,,120,0.872,1.01,us,us20005zqh,2016-06-01T22:17:16.688Z,"91km S of Chignik Lake, Alaska",earthquake,7.7,12.2,0.088,37,reviewed,us,us
2016-06-01T18:27:16.080Z,47.7465,153.8219,59.92,4.4,mb,,134,5.911,0.62,us,us20005zpv,2016-06-01T19:50:46.992Z,"Kuril Islands",earthquake,11,3.6,0.056,91,reviewed,us,us
2016-06-01T18:13:18.500Z,37.1678,-97.9977,5,3.1,mb_lg,,77,0.062,0.38,us,us20005zpn,2016-06-01T18:43:02.685Z,"3km ENE of Anthony, Kansas",earthquake,1.4,2,0.056,84,reviewed,us,us
2016-06-01T17:39:55.070Z,36.5947,70.8043,219.36,4.2,mb,,93,0.56,0.68,us,us20005zp9,2016-06-01T19:35:39.423Z,"30km S of Jarm, Afghanistan",earthquake,7.5,3.7,0.092,33,reviewed,us,us
2016-06-01T17:30:00.730Z,-56.723,-26.7144,129.99,4.7,mb,,68,6.067,0.51,us,us20005zqy,2016-06-01T21:12:33.960Z,"29km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.3,8.4,0.096,33,reviewed,us,us
2016-06-01T15:37:17.220Z,-30.3307,-177.6686,8.16,5.4,mb,,82,1.105,1.85,us,us20005zmf,2016-06-02T12:56:27.000Z,"120km S of Raoul Island, New Zealand",earthquake,8.2,4.5,0.039,218,reviewed,us,us
2016-06-01T15:24:56.470Z,-5.255,151.703,35,5.1,mb,,64,1.152,1.3,us,us20005zm3,2016-06-01T15:45:05.198Z,"117km SSW of Kokopo, Papua New Guinea",earthquake,8.4,1.9,0.043,172,reviewed,us,us
2016-06-01T15:00:54.170Z,0.199,-80.5531,10,4.7,mb,,163,2.102,1.07,us,us20005zlz,2016-06-02T02:06:34.661Z,"57km WNW of Pedernales, Ecuador",earthquake,9.4,1.9,0.065,73,reviewed,us,us
2016-06-01T14:48:03.300Z,19.433,-155.6115,2.422,2.58,ml,28,74,0.02047,0.14,hv,hv61281866,2016-06-01T16:31:50.768Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.42,0.148,16,reviewed,hv,hv
2016-06-01T12:25:03.240Z,18.5455,-105.307,27.05,4.9,mb,,199,4.01,0.74,us,us20005zlb,2016-06-01T12:49:12.542Z,"98km SW of San Patricio, Mexico",earthquake,11.1,10.1,0.031,326,reviewed,us,us
2016-06-01T11:12:54.880Z,50.95,-179.872,28.8,4,mb,,322,1.927,0.96,us,us20005zl2,2016-06-01T12:33:32.150Z,"63km WSW of Amatignak Island, Alaska",earthquake,21.9,17.1,0.078,44,reviewed,us,us
2016-06-01T10:05:18.970Z,0.1638,-80.4443,26.91,4.8,mb,,94,1.994,1.13,us,us20005zk3,2016-06-01T11:58:16.361Z,"44km WNW of Pedernales, Ecuador",earthquake,6.3,5.4,0.028,402,reviewed,us,us
2016-06-01T10:03:02.000Z,18.854,-64.3366,19,2.5,Md,4,338.4,0.66295668,0.1,pr,pr16153015,2016-06-01T12:12:05.732Z,"56km NNE of Road Town, British Virgin Islands",earthquake,5.3,10.8,0,4,reviewed,pr,pr
2016-06-01T08:30:21.050Z,17.8969,-105.8833,10,5.4,mww,,173,4.742,1.31,us,us20005zjp,2016-06-01T22:46:26.458Z,"192km SW of San Patricio, Mexico",earthquake,9.6,1.9,,,reviewed,us,us
2016-06-01T08:12:37.620Z,18.1945,-105.6135,40.49,4.2,mb,,233,4.396,1.07,us,us20005zjj,2016-06-01T08:51:33.634Z,"148km SW of San Patricio, Mexico",earthquake,10,8.1,0.049,117,reviewed,us,us
2016-06-01T07:50:42.110Z,17.7701,-105.7471,32.78,4.3,mb,,240,4.672,0.93,us,us20005zjd,2016-06-01T08:44:43.126Z,"194km SW of San Patricio, Mexico",earthquake,15.6,11.8,0.048,120,reviewed,us,us
2016-06-01T07:17:31.400Z,51.2132,-179.6791,66.15,4.6,mb,,204,1.702,0.79,us,us20005zjb,2016-06-01T10:45:18.191Z,"40km W of Amatignak Island, Alaska",earthquake,11.9,9.9,0.038,205,reviewed,us,us
2016-06-01T06:20:56.760Z,36.853,-97.4072,3.85,2.9,mb_lg,,28,0.169,0.35,us,us20005zj2,2016-06-01T06:31:19.171Z,"12km WNW of Blackwell, Oklahoma",earthquake,1.2,7.9,0.057,81,reviewed,us,us
2016-06-01T03:09:26.200Z,36.8898,-97.3887,7.302,2.8,ml,,118,,0.49,us,us20005zia,2016-06-01T21:53:39.011Z,"13km NW of Blackwell, Oklahoma",earthquake,1.6,1.6,,,reviewed,tul,tul
2016-06-01T00:51:11.750Z,-15.856,-69.5436,252.34,4.4,mb,,101,1.424,1.46,us,us20005zhu,2016-06-01T01:10:34.065Z,"17km ESE of Taquile, Peru",earthquake,8.8,4.5,0.096,31,reviewed,us,us
2016-05-31T23:57:24.000Z,55.4437,-158.3767,29.4,2.7,ml,,,,0.75,ak,ak13631304,2016-06-03T20:39:08.081Z,"93km SSE of Chignik Lake, Alaska",earthquake,0.9,3.4,,,reviewed,ak,ak
2016-05-31T23:56:47.100Z,37.2456,136.9926,267.15,4.2,mb,,46,1.196,0.56,us,us20005zhh,2016-06-01T01:42:20.000Z,"21km N of Nanao, Japan",earthquake,8.5,6,0.086,38,reviewed,us,us
2016-05-31T23:46:49.000Z,51.8775,-168.1557,25.4,2.6,ml,,,,0.4,ak,ak13631303,2016-06-03T20:38:54.290Z,"127km SSE of Nikolski, Alaska",earthquake,5.9,6.7,,,reviewed,ak,ak
2016-05-31T23:13:12.000Z,55.3678,-158.339,21.3,3.3,ml,,,,0.97,ak,ak13619079,2016-06-03T20:38:19.863Z,"101km NE of Chernabura Island, Alaska",earthquake,0.8,1.1,,,reviewed,ak,ak
2016-05-31T23:04:19.000Z,55.374,-158.459,33,3.2,ml,,,,0.55,ak,ak13631299,2016-06-03T20:38:41.729Z,"95km NE of Chernabura Island, Alaska",earthquake,0.6,1.4,,,reviewed,ak,ak
2016-05-31T23:03:31.840Z,38.8068333,-122.819,1.83,3.17,ml,86,32,0.008208,0.07,nc,nc72643806,2016-06-02T18:34:53.808Z,"6km WNW of The Geysers, California",earthquake,0.1,0.15,0.146,50,reviewed,nc,nc
2016-05-31T22:00:46.340Z,12.2062,-86.1573,26.67,3.8,ml,,114,0.139,1.27,us,us20005zh0,2016-05-31T22:44:30.082Z,"6km W of Tipitapa, Nicaragua",earthquake,3.8,10.7,0.053,46,reviewed,us,us
2016-05-31T21:56:10.000Z,55.3654,-158.3975,31.4,3.1,ml,,,,0.79,ak,ak13631294,2016-06-03T20:38:48.230Z,"98km NE of Chernabura Island, Alaska",earthquake,1,1.9,,,reviewed,ak,ak
2016-05-31T21:52:33.000Z,52.3048,178.9941,11.4,2.7,ml,,,,0.42,ak,ak13631293,2016-06-03T20:38:34.202Z,"51km NE of Little Sitkin Island, Alaska",earthquake,2.2,1.4,,,reviewed,ak,ak
2016-05-31T21:39:51.000Z,55.3919,-158.4362,25,2.5,ml,,,,0.46,ak,ak13631291,2016-06-03T20:39:14.610Z,"98km SSE of Chignik Lake, Alaska",earthquake,1.4,,,,reviewed,ak,ak
2016-05-31T21:21:06.980Z,12.1834,-86.1827,20.48,2.8,ml,,130,0.12,1.06,us,us20005zgk,2016-05-31T22:34:05.045Z,"9km NE of Managua, Nicaragua",earthquake,3.2,10.9,0.081,20,reviewed,us,us
2016-05-31T20:51:22.300Z,55.4385,-158.5246,39.22,5.7,mww,,26,0.863,1.18,us,us20005zfx,2016-06-03T20:36:02.725Z,"92km S of Chignik Lake, Alaska",earthquake,4.7,3,,,reviewed,us,us
2016-05-31T19:38:50.500Z,18.4563,-63.9748,171,3.5,Md,7,345.6,0.76716125,0.34,pr,pr16152005,2016-06-01T14:42:24.040Z,"69km NW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake,11.4,2.5,0,6,reviewed,pr,pr
2016-05-31T17:35:14.990Z,36.4716,3.5024,14.4,4.8,mb,,45,3.771,0.92,us,us20005zek,2016-06-01T13:31:32.699Z,"13km SW of Lakhdaria, Algeria",earthquake,6.8,4,0.042,171,reviewed,us,us
2016-05-31T16:34:56.000Z,63.7048,-149.421,117.9,3.2,ml,,,,0.53,ak,ak13617625,2016-06-03T20:38:11.998Z,"28km SW of Healy, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-05-31T16:29:49.350Z,13.1946,120.618,61.35,4.7,mb,,75,8.236,0.77,us,us20005zea,2016-05-31T17:25:06.504Z,"3km SE of Mamburao, Philippines",earthquake,9.1,7.1,0.052,113,reviewed,us,us
2016-05-31T15:48:11.100Z,0.1686,-80.3326,10,4.3,mb,,195,1.883,0.93,us,us20005zdi,2016-05-31T18:28:00.507Z,"32km WNW of Pedernales, Ecuador",earthquake,8.9,2,0.178,9,reviewed,us,us
2016-05-31T14:32:36.000Z,53.8108,-164.1903,46.7,2.6,ml,,,,0.35,ak,ak13617361,2016-06-03T20:37:17.668Z,"109km ESE of Akutan, Alaska",earthquake,1.9,3.4,,,reviewed,ak,ak
2016-05-31T14:19:01.050Z,-8.3016,119.6741,172.62,4.4,mb,,60,2.557,0.98,us,us20005zd3,2016-05-31T16:01:46.352Z,"30km NW of Cempa, Indonesia",earthquake,6.6,7.4,0.106,26,reviewed,us,us
2016-05-31T13:38:49.400Z,28.7809,142.799,10,4.8,mb,,161,1.764,0.73,us,us20005zd0,2016-05-31T14:21:33.527Z,"196km NNE of Chichi-shima, Japan",earthquake,8,1.9,0.095,34,reviewed,us,us
2016-05-31T12:31:03.000Z,57.0349,-157.9987,6.4,4.1,ml,,,,0.59,ak,ak13616852,2016-06-03T20:37:25.585Z,"103km NNE of Chignik Lake, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-05-31T11:32:15.690Z,9.4611,126.1465,59.12,4.5,mb,,113,2.441,0.9,us,us20005zcn,2016-05-31T12:41:40.111Z,"20km NNW of Cortes, Philippines",earthquake,9.8,7.7,0.073,55,reviewed,us,us
2016-05-31T11:02:07.000Z,61.0378,-145.9172,19.9,3.2,ml,,,,0.55,ak,ak13616591,2016-06-03T20:36:55.634Z,"25km ESE of Valdez, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-05-31T10:54:09.640Z,35.6713,-97.1593,5,3.1,mb_lg,,19,0.03,0.58,us,us20005zcj,2016-05-31T11:15:02.441Z,"3km ENE of Luther, Oklahoma",earthquake,2,2,0.054,91,reviewed,us,us
2016-05-31T10:33:22.970Z,39.1818333,-120.4615,-0.87,2.94,md,25,88,0.1951,0.1,nc,nc72643651,2016-06-02T19:22:58.201Z,"25km W of Sunnyside-Tahoe City, California",earthquake,0.31,5.19,0.151,68,reviewed,nc,nc
2016-05-31T10:03:59.520Z,47.5494,154.3638,10,5.5,mb,,106,6.128,1.19,us,us20005zc8,2016-05-31T22:30:06.000Z,"Kuril Islands",earthquake,8.4,1.8,0.023,669,reviewed,us,us
2016-05-31T06:22:40.800Z,17.9971,-65.2153,18,2.5,Md,6,162,0.31441035,0.28,pr,pr16152004,2016-05-31T07:09:09.949Z,"29km SE of Vieques, Puerto Rico",earthquake,0.8,1.5,0,6,reviewed,pr,pr
2016-05-31T06:12:51.710Z,9.3754,-84.339,34.17,4.3,mb,,168,0.425,0.91,us,us20005zbd,2016-05-31T23:10:57.921Z,"16km S of Parrita, Costa Rica",earthquake,2.9,10.3,0.125,18,reviewed,us,us
2016-05-31T05:50:19.700Z,18.4549,-67.5603,17,2.5,Md,11,309.6,0.10420457,0.21,pr,pr16152003,2016-05-31T06:04:03.047Z,"35km WNW of Rincon, Puerto Rico",earthquake,1,0.5,0,11,reviewed,pr,pr
2016-05-31T05:23:47.310Z,25.5771,122.5337,244.11,6.4,mww,,17,1.114,1,us,us20005zay,2016-05-31T18:56:41.368Z,"93km ENE of Keelung, Taiwan",earthquake,7.2,3.8,,,reviewed,us,us
2016-05-31T05:04:00.000Z,53.5391,-165.2534,59.4,3.5,ml,,,,0.38,ak,ak13615806,2016-06-03T20:38:05.403Z,"74km SSE of Akutan, Alaska",earthquake,1.1,1.1,,,reviewed,ak,ak
2016-05-31T04:32:15.930Z,-56.0543,-26.2023,10,4.9,mb,,68,6.155,0.78,us,us20005zau,2016-05-31T04:57:55.837Z,"94km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.7,1.9,0.077,53,reviewed,us,us
2016-05-31T03:59:20.200Z,18.493,-66.2379,64,2.8,Md,16,183.6,0.23446029,0.4,pr,pr16152001,2016-05-31T04:21:06.590Z,"4km NE of Dorado, Puerto Rico",earthquake,1.8,1.3,0,16,reviewed,pr,pr
2016-05-31T03:54:30.800Z,18.4951,-67.069,91,2.9,Md,13,194.4,0.04850903,0.25,pr,pr16152000,2016-05-31T04:19:45.828Z,"2km NNE of Rafael Hernandez, Puerto Rico",earthquake,1.7,1.1,0,12,reviewed,pr,pr
2016-05-31T03:03:08.000Z,51.2377,-178.157,25.6,2.6,ml,,,,0.31,ak,ak13615583,2016-06-03T20:37:10.380Z,"66km E of Amatignak Island, Alaska",earthquake,1.6,1.9,,,reviewed,ak,ak
2016-05-31T02:14:42.100Z,12.6149,-89.1668,45.13,4.7,mb,,131,1.067,1.2,us,us20005zah,2016-05-31T02:57:24.339Z,"98km S of La Libertad, El Salvador",earthquake,2.5,7.6,0.032,291,reviewed,us,us
2016-05-31T01:53:12.130Z,-27.5989,-66.6579,27.07,4.4,mwr,,47,2.329,0.8,us,us20005zae,2016-05-31T02:48:25.355Z,"33km W of Andalgala, Argentina",earthquake,5.6,5.7,0.065,23,reviewed,us,us
2016-05-31T01:50:38.000Z,52.1255,-169.3374,40.3,3.5,ml,,,,0.59,ak,ak13615362,2016-06-03T20:39:01.978Z,"95km SSW of Nikolski, Alaska",earthquake,1.1,0.8,,,reviewed,ak,ak
2016-05-31T01:42:25.000Z,58.4737,-156.6541,204.6,4.1,ml,,,,0.63,ak,ak13615347,2016-06-03T20:37:04.175Z,"23km S of King Salmon, Alaska",earthquake,0.7,0.6,,,reviewed,ak,ak
2016-05-30T22:27:32.360Z,-3.917,129.4576,10,5.1,mb,,42,2.957,0.99,us,us20005z9v,2016-05-30T22:45:39.940Z,"88km SE of Amahai, Indonesia",earthquake,6.6,1.9,0.058,98,reviewed,us,us
2016-05-30T21:57:45.610Z,36.6056,138.7727,150.06,4.2,mb,,58,0.458,1.14,us,us20005z9i,2016-06-01T01:14:22.742Z,"7km WNW of Nakanojo, Japan",earthquake,5.8,5.1,0.075,50,reviewed,us,us
2016-05-30T20:52:43.100Z,35.6674,-97.1636,4.878,2.6,ml,,49,,0.41,us,us20005z97,2016-06-01T22:16:40.661Z,"2km ENE of Luther, Oklahoma",earthquake,1.7,5.9,,,reviewed,tul,tul
2016-05-30T20:24:21.090Z,42.7639,11.9042,8.58,4.6,mb,,61,0.167,0.61,us,us20005z8x,2016-06-01T22:31:28.021Z,"3km NE of Acquapendente, Italy",earthquake,2.2,4.7,0.085,41,reviewed,us,us
2016-05-30T19:29:02.510Z,71.7494,-1.8968,10,4.4,mb,,115,6.619,0.7,us,us20005z8k,2016-06-01T22:48:02.873Z,"260km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.7,1.9,0.094,33,reviewed,us,us
2016-05-30T19:01:29.000Z,59.0705,-153.7842,103.5,4.1,ml,,,,0.51,ak,ak13614565,2016-06-03T23:01:00.534Z,"96km SE of Old Iliamna, Alaska",earthquake,0.5,0.3,,,reviewed,ak,ak
2016-05-30T18:31:34.000Z,67.2591,-144.3988,27.7,2.6,ml,,,,0.65,ak,ak13614562,2016-06-03T23:01:08.771Z,"85km NNE of Fort Yukon, Alaska",earthquake,2.9,2.3,,,reviewed,ak,ak
2016-05-30T17:50:50.980Z,24.1672,122.544,44.6,4.6,mb,,102,0.52,0.82,us,us20005z82,2016-06-02T14:36:08.771Z,"56km SW of Yonakuni, Japan",earthquake,2.7,6.6,0.067,67,reviewed,us,us
2016-05-30T17:29:26.090Z,37.5865,-121.9731667,8.79,2.62,md,128,21,0.01859,0.13,nc,nc72643411,2016-06-02T19:22:43.199Z,"4km NNE of Fremont, California",earthquake,0.1,0.23,0.163,99,reviewed,nc,nc
2016-05-30T17:25:11.220Z,-55.6111,-26.6266,10,4.8,mb,,81,5.837,1.16,us,us20005z7y,2016-06-02T14:51:33.953Z,"126km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.6,1.9,0.098,32,reviewed,us,us
2016-05-30T16:27:30.120Z,-3.5303,149.7776,10,4.6,mb,,112,20.627,0.62,us,us20005z7a,2016-05-30T17:25:33.126Z,"154km SW of Kavieng, Papua New Guinea",earthquake,16.3,1.9,0.107,26,reviewed,us,us
2016-05-30T15:38:19.000Z,52.6336,-166.67,10.6,3.1,ml,,,,0.31,ak,ak13614314,2016-06-03T22:59:54.745Z,"138km S of Unalaska, Alaska",earthquake,5.9,5.1,,,reviewed,ak,ak
2016-05-30T15:35:09.120Z,-61.6702,-54.6524,10,4.6,mb,,58,1.978,0.82,us,us20005z73,2016-05-30T16:30:50.771Z,"South Shetland Islands",earthquake,3,1.9,0.107,26,reviewed,us,us
2016-05-30T12:46:17.880Z,2.4535,128.5567,230.63,4.5,mb,,106,2.05,0.77,us,us20005z6l,2016-05-30T13:06:10.558Z,"100km NE of Tobelo, Indonesia",earthquake,10.5,7.3,0.079,47,reviewed,us,us
2016-05-30T12:41:55.520Z,-31.6554,-71.4477,51.48,4.9,mb,,129,0.59,0.75,us,us20005z6j,2016-05-30T13:01:11.114Z,"26km W of Illapel, Chile",earthquake,6.8,7.6,0.069,66,reviewed,us,us
2016-05-30T12:08:01.000Z,55.2756,-162.812,144.1,2.5,ml,,,,0.81,ak,ak13614104,2016-06-03T23:00:02.985Z,"11km NNW of Cold Bay, Alaska",earthquake,2.9,1.2,,,reviewed,ak,ak
2016-05-30T10:55:17.500Z,-30.3143,-177.9551,29.06,5.4,mb,,62,1.065,1.48,us,us20005z6d,2016-05-30T11:13:08.382Z,"116km S of Raoul Island, New Zealand",earthquake,5.8,5.2,0.046,164,reviewed,us,us
2016-05-30T09:55:08.470Z,40.7693333,-121.1616667,-1.48,2.51,md,35,69,0.2321,0.13,nc,nc72643256,2016-06-02T19:22:13.195Z,"43km ESE of Burney, California",earthquake,0.28,1.77,0.099,37,reviewed,nc,nc
2016-05-30T09:47:47.410Z,24.4483,126.4694,10,5.2,mb,,68,2.881,1.39,us,us20005z67,2016-05-30T10:07:36.013Z,"126km ESE of Hirara, Japan",earthquake,5.8,1.9,0.04,206,reviewed,us,us
2016-05-30T09:15:26.300Z,19.538,-66.3964,39,3.3,Md,12,280.8,1.23159025,0.31,pr,pr16151005,2016-05-30T13:44:09.694Z,"118km N of Brenas, Puerto Rico",earthquake,3,19.7,0,5,reviewed,pr,pr
2016-05-30T07:35:58.330Z,-49.2575,-7.9778,14.21,5.2,mb,,81,12.585,0.69,us,us20005z5m,2016-05-30T07:51:46.905Z,"Southern Mid-Atlantic Ridge",earthquake,11.5,4.7,0.107,29,reviewed,us,us
2016-05-30T07:24:12.500Z,-31.2817,-177.616,35,4.8,mb,,186,2.047,1.16,us,us20005z5j,2016-05-30T07:57:38.619Z,"123km E of L'Esperance Rock, New Zealand",earthquake,6.1,2,0.131,18,reviewed,us,us
2016-05-30T07:14:16.630Z,-30.3822,-177.9406,32.18,5.7,mwb,,49,1.133,1.45,us,us20005z5g,2016-05-31T22:54:46.000Z,"123km S of Raoul Island, New Zealand",earthquake,8.5,5.1,0.052,35,reviewed,us,us
2016-05-30T06:41:18.300Z,18.7495,-67.4176,5,3.5,Md,23,187.2,0.36830927,0.33,pr,pr16151001,2016-05-30T07:22:44.049Z,"44km NW of San Antonio, Puerto Rico",earthquake,1.4,1.7,0,21,reviewed,pr,pr
2016-05-30T06:36:22.500Z,18.9612,-65.2041,40,2.8,Md,6,280.8,0.65127858,0.15,pr,pr16151003,2016-05-30T07:56:12.034Z,"73km N of Culebra, Puerto Rico",earthquake,4.6,10.6,0,5,reviewed,pr,pr
2016-05-30T05:40:11.830Z,52.663,-173.6804,203.7,4.4,mb,,160,1.566,0.88,us,us20005z56,2016-06-03T22:59:29.702Z,"62km NE of Atka, Alaska",earthquake,13.9,11.9,0.069,60,reviewed,us,us
2016-05-30T05:14:43.140Z,-55.5997,-26.6437,34.4,4.8,mb,,128,5.825,0.46,us,us20005z50,2016-05-31T13:53:31.559Z,"127km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.6,7.6,0.091,39,reviewed,us,us
2016-05-30T03:20:46.440Z,12.0955,144.5307,35,4.8,mb,,61,1.52,0.69,us,us20005z4n,2016-05-30T03:42:48.889Z,"130km S of Merizo Village, Guam",earthquake,6,1.9,0.043,167,reviewed,us,us
2016-05-30T02:56:25.000Z,62.8534,-151.0052,106.5,2.5,ml,,,,0.53,ak,ak13613062,2016-06-03T22:59:34.350Z,"74km NW of Talkeetna, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-05-30T02:52:47.200Z,24.114,121.7555,12.08,4.5,mb,,73,0.158,0.71,us,us20005z4i,2016-06-01T00:36:55.148Z,"21km NE of Hualian, Taiwan",earthquake,3.4,4.6,0.09,36,reviewed,us,us
2016-05-30T02:37:34.000Z,51.1825,-178.4595,24.7,2.5,ml,,,,0.4,ak,ak13613056,2016-06-03T22:59:27.596Z,"46km E of Amatignak Island, Alaska",earthquake,3,3.8,,,reviewed,ak,ak
2016-05-30T01:30:03.300Z,18.5249,-66.5404,81,2.9,Md,20,205.2,0.04850903,0.2,pr,pr16151000,2016-05-30T01:54:32.557Z,"8km N of Barceloneta, Puerto Rico",earthquake,0.9,0.9,0,19,reviewed,pr,pr
2016-05-30T01:26:50.000Z,62.6326,-151.1875,91.2,2.5,ml,,,,0.54,ak,ak13613046,2016-06-03T22:59:42.931Z,"65km WNW of Talkeetna, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-05-30T01:03:15.390Z,-3.805,131.603,37.27,4.7,mb,,103,1.09,0.66,us,us20005z4a,2016-06-01T00:24:27.956Z,"242km NNW of Tual, Indonesia",earthquake,5.3,7.3,0.075,54,reviewed,us,us
2016-05-30T00:10:39.430Z,34.5603,25.5307,41.58,4.1,mb,,72,0.896,0.8,us,us20005z42,2016-05-30T00:45:57.996Z,"52km SSW of Gra Liyia, Greece",earthquake,2.9,8.9,0.079,44,reviewed,us,us
2016-05-30T00:04:17.000Z,59.9846,-149.132,12.6,2.5,ml,,,,0.58,ak,ak13631714,2016-06-03T23:00:20.016Z,"21km SE of Seward, Alaska",earthquake,0.8,0.5,,,reviewed,ak,ak
2016-05-30T00:04:06.000Z,59.9015,-149.0815,3.8,2.5,ml,,,,0.61,ak,ak13612859,2016-06-03T23:01:16.970Z,"37km SE of Seward, Alaska",earthquake,0.8,0.7,,,reviewed,ak,ak
2016-05-29T23:49:36.000Z,61.8657,-150.3132,21.7,3.2,ml,,,,0.87,ak,ak13612847,2016-06-04T02:36:36.081Z,"26km NW of Willow, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-05-29T23:47:09.580Z,35.6905,-97.3951,5,2.5,mb_lg,,34,0.111,0.95,us,us20005z3n,2016-05-30T00:29:53.616Z,"8km ENE of Edmond, Oklahoma",earthquake,0.8,1.9,0.078,43,reviewed,us,us
2016-05-29T23:42:01.400Z,19.148,-66.4921,31,2.7,Md,9,288,0.66834657,0.28,pr,pr16150006,2016-05-30T03:23:59.341Z,"75km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.6,10.3,0,7,reviewed,pr,pr
2016-05-29T23:19:04.680Z,-3.8811,150.4666,472.55,4.5,mb,,33,1.72,0.77,us,us20005z3h,2016-05-29T23:40:08.176Z,"149km SSW of Kavieng, Papua New Guinea",earthquake,10.5,6.2,0.044,153,reviewed,us,us
2016-05-29T23:17:50.560Z,-31.751,-72.3695,35,4.4,mwr,,172,1.216,1.03,us,us20005z3g,2016-05-30T01:30:11.519Z,"114km W of Illapel, Chile",earthquake,5.1,2,0.039,62,reviewed,us,us
2016-05-29T21:13:17.000Z,52.7124,178.5578,35,2.8,ml,6,187.199985024001,,0.42,ak,ak13631908,2016-06-04T02:38:58.013Z,"85km N of Little Sitkin Island, Alaska",earthquake,15.6,9.3,,,reviewed,ak,ak
2016-05-29T19:41:53.000Z,61.9577,-152.1565,127.6,3.2,ml,,,,0.65,ak,ak13612566,2016-06-04T02:36:26.976Z,"114km WNW of Willow, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-05-29T18:20:19.250Z,-7.2729,128.8918,156.89,5.1,mb,,42,2.488,0.78,us,us20005z20,2016-05-29T18:40:25.621Z,"277km WNW of Saumlaki, Indonesia",earthquake,8.9,7,0.048,138,reviewed,us,us
